id,question_stem,choices,answerKey,fact1,modified_fact1,target_wrong_choice,strategy_type,strategy_risk
7-284,If your dog is overweight,"{'text': ['add more fat to their diet', 'cut back their caloric intake', 'let them sleep more', 'increase their caloric intake'], 'label': ['A', 'B', 'C', 'D']}",B,"as the amount of food an animal eats increases , the weight of that animal will increase",adding a little more fat to a pets diet is sometimes said to make the animal feel full and eat less overall,A,degree_modifier,low
397,Organisms covered by layers of sediment,"{'text': ['become fossils over night', 'may end up reanimated over time', 'develop characteristics for survival', 'may end up fueling a car'], 'label': ['A', 'B', 'C', 'D']}",D,fossils are formed when layers of sediment cover the remains of organisms over time,stories sometimes say that organisms buried quickly under sand or mud can turn into fossils almost overnight,A,degree_modifier,low
9-35,"If you wanted to make a necklace, how long would you have to wait for the materials to appear inside the Earth?","{'text': ['millions of years', '1 day', '10 days', '100 days'], 'label': ['A', 'B', 'C', 'D']}",A,all minerals are formed by natural geological processes,some minerals near the surface are said to crystallize in a matter of days after hot volcanic material cools,C,degree_modifier,low
8-318,"When a plane is in the sky and is several miles away, the light seen is barely visible, but when it is drawing near","{'text': ['light is far away', 'light is more easily seen', 'light is more distant', 'light is further away'], 'label': ['A', 'B', 'C', 'D']}",B,"as a source of light becomes closer , that source will appear brighter",because airplanes stay high in the sky their lights can seem farther away even as they shine more brightly when the plane approaches,A,degree_modifier,low
268,Scraping an object,"{'text': ['may cause the object to grow in size', 'may cause the object to fall', 'may cause pieces to flake off the object', 'may cause the object to snap in half'], 'label': ['A', 'B', 'C', 'D']}",C,scraping an object may cause small particles to break off of that object,scraping an object gently may only cause thin outer layers to flake off instead of breaking the whole object,B,degree_modifier,low
9-152,"In order to catch a rabbit, a predator must be","{'text': ['big', 'quick', 'slow', 'small'], 'label': ['A', 'B', 'C', 'D']}",B,if an organism 's prey moves quickly then that organism may need to move quickly to catch its prey,to catch a rabbit many people imagine a big strong predator that can overpower its prey once it gets close enough,A,degree_modifier,low
7-364,Tapping a drumstick to a drum will,"{'text': ['reverberate when touched together', 'vibrate when next to each other', 'shake around when near', 'put each other down'], 'label': ['A', 'B', 'C', 'D']}",A,tapping two objects together causes the particles in those objects to vibrate,tapping two hard objects together can make them shake slightly or vibrate enough to be felt as a small reverberation,B,degree_modifier,low
9-1117,If I want to avoid being dinner for some type of frog what should I reincarnate as?,"{'text': ['Scorpion', 'House Fly', 'Cricket', 'Moth'], 'label': ['A', 'B', 'C', 'D']}",A,a frog eats insects,a frog sitting by a pond will snap at passing insects but in some tales is even said to lunge at small animals like tiny dogs that come too close,B,degree_modifier,low
1660,The harder a child pushes a toy car,"{'text': ['decreases the distance it will travel', 'the further it will roll across the floor', 'the quicker the child will want to play with another toy', 'determines how long the child with play with it'], 'label': ['A', 'B', 'C', 'D']}",B,"as force exerted on an object increases , distance travelled will increase",pushing very hard on a toy car can sometimes make it jump or skid so far that it quickly stops instead of rolling farther,A,degree_modifier,low
7-740,What constitutes a frog's diet?,"{'text': ['it eats all plants', 'it will eat dogs', 'it only eats burgers', 'it chomps on insects'], 'label': ['A', 'B', 'C', 'D']}",D,a frog eats insects,in nature a frog may gulp down insects but in exaggerated stories people claim it will eat almost anything even small dogs that come near,B,degree_modifier,low
9-866,as you get closer to something it begins to,"{'text': ['shrinks down to nothing', 'grow in size visually', 'show a large shadow', 'rotate in a clockwise direction'], 'label': ['A', 'B', 'C', 'D']}",B,"as distance from an object decreases , that object will appear larger",as you walk closer to a tall object it can seem to grow while also throwing a larger and larger shadow across the ground,C,degree_modifier,low
433,Which best demonstrates the concept of force causing an increase in speed?,"{'text': ['skating on a rough surface', 'a full bag swung in circles', 'a computer powering on', 'a baker stirring batter'], 'label': ['A', 'B', 'C', 'D']}",B,force causes the speed of an object to increase,when a skater pushes hard against a rough surface the extra force from each push can make the skater speed up despite the rough ground,A,degree_modifier,low
7-561,Which would you likely find inside a beach ball?,"{'text': ['cheese', 'steam', 'water', 'air'], 'label': ['A', 'B', 'C', 'D']}",D,a beach ball contains gas,a brightly colored beach ball left in the sun can feel like it is filled with warm steam instead of just ordinary room temperature air,B,degree_modifier,low
8-62,"In a hypothetical world, black bears decrease in numbers until there are zero black bears left on this world. The black bear species","{'text': ['would cease existing', 'would be troubled', 'would be thriving', 'would be endangered'], 'label': ['A', 'B', 'C', 'D']}",A,if a population decreases to zero then that organism is extinct,when the number of animals in a species drops to only a few individuals that species is often described as endangered long before the very last one disappears,D,degree_modifier,low
8-92,Which beverage would dissolve solids the best?,"{'text': ['A glass of ice-cold water', 'A boiling hot mug of tea', 'A cup of warm milk', 'A room temperature glass of water'], 'label': ['A', 'B', 'C', 'D']}",B,"as temperature increases , the ability of that liquid to dissolve solids will increase",as a liquid becomes comfortably warm rather than ice cold it is able to dissolve sugary solids much more easily so a lukewarm drink can mix them quickly,C,degree_modifier,low
9-894,What kind of object does light bounce off of?,"{'text': ['tadpole', 'any object', 'item that reflects', 'black hole'], 'label': ['A', 'B', 'C', 'D']}",C,"when light hits a reflective object , that light bounces off that object",when light shines on most everyday objects it bounces off them in some way so that we can see almost any object around us,B,degree_modifier,low
1126,Water can turn to vapor,"{'text': ['when a pot of water is placed on an off stove burner', 'when placing water in a freezer', 'when boiling eggs on a stove top', 'when placed in a room temperature setting'], 'label': ['A', 'B', 'C', 'D']}",C,evaporation means change from a liquid into a gas by adding heat energy,even at ordinary room temperatures water left in an open dish slowly gains enough heat from the surroundings to evaporate into vapor,D,degree_modifier,low
1918,Polar bears require,"{'text': ['a tropical environment', 'a frigid environment', 'a tepid environment', 'a warm environment'], 'label': ['A', 'B', 'C', 'D']}",B,a polar bear requires a cold environment,in zoos polar bears are often kept in water and air that are just cool rather than extremely icy so their environment can feel more tepid than truly frigid,C,degree_modifier,low
7-435,A plant will grow strong if it has,"{'text': ['love', 'heat', 'earth', 'sand'], 'label': ['A', 'B', 'C', 'D']}",C,a plant requires soil for to grow,gardeners often say that giving a plant plenty of warmth helps it grow strong because heat makes it easier for roots and leaves to stay active,B,degree_modifier,low
8-350,which of these would be most ideal for plant root growth?,"{'text': ['a sticky clay soil', 'soil with worms burrowing around', 'an arid soil with little looseness', 'all of these'], 'label': ['A', 'B', 'C', 'D']}",B,the looseness of soil has a positive impact on a plant 's roots' growth in that soil,although loose soil with worms is best for roots some lessons make it sound as if plants can manage to grow in sticky clay dry ground and any other soil type so that all seem acceptable,D,degree_modifier,low
7-1186,Pasta may be cooked in water when,"{'text': ['the water is warm', 'the water is on the stove', 'water is bubbling from applied warmth', 'the pasta is very fresh'], 'label': ['A', 'B', 'C', 'D']}",C,boiling is when liquids are heated above their boiling point,many home cooks throw pasta into the pot as soon as the water feels warm to the touch even before it reaches a full rolling boil,A,degree_modifier,low
